Geneid	SRR1552454	SRR1552452	SRR1552450	SRR1552448	SRR1552446	SRR1552444
102545	0	1	2	0	1	1
102566	1	1	2	1	3	3
102570	0	0	0	0	0	0
102580	0	0	4	2	4	0
102595	10	3	3	0	2	0
102607	3	3	0	2	1	2
102614	0	0	0	0	0	0
102623	0	0	0	0	0	0
102626	0	1	0	0	0	4
102632	4	2	2	2	2	0
102644	0	0	1	0	0	0
102657	0	0	0	0	1	2
102680	0	0	0	0	0	0
102688	0	0	0	0	0	0
102693	5	8	13	3	1	2
102747	1	0	2	0	0	0
102774	0	0	0	0	0	0
102791	1	1	0	1	0	0
102857	11	16	11	2	3	6
102866	9	4	10	0	5	5
102871	0	0	0	0	0	0
102920	0	0	0	1	1	1
102941	0	0	0	0	0	0
102954	0	0	0	0	0	0
102991	0	0	0	0	0	0
103012	2	8	4	1	8	7
103080	0	0	1	0	0	0
103098	0	0	2	0	0	0
103135	1	1	4	0	2	2
103136	0	2	2	0	1	1
103140	3	1	0	0	0	3
103142	0	0	0	0	0	0
103149	0	0	0	0	0	0
103161	0	0	0	1	0	0
103172	0	0	0	1	0	0
103175	0	0	0	0	0	0
103199	2	1	1	0	0	0
103213	2	1	1	0	1	1
103220	0	0	0	0	0	1
103232	0	0	0	0	0	0
103236	3	4	2	3	4	4
103266	1	2	3	4	1	0
103268	0	0	0	0	0	0
103284	0	0	0	0	1	0
103406	0	0	0	0	0	1
103425	2	2	5	0	3	2
103466	7	8	10	1	3	3
103468	0	3	0	0	2	0
103505	0	0	0	0	0	0
103511	0	0	0	0	0	0
103534	4	1	4	0	1	1
103537	2	2	2	3	6	4
103551	1	1	1	0	1	1
103554	3	3	4	7	10	8
103573	2	2	2	1	2	3
103583	3	5	4	0	8	9
103655	0	0	0	0	0	1
103677	4	0	3	0	3	4
103694	0	1	2	3	3	2
103710	3	2	3	2	3	0
103711	1	0	0	2	1	4
103712	0	0	0	0	0	0
103724	1	3	3	1	2	6
103729	0	1	0	0	0	0
103733	0	3	1	1	0	2
103737	0	0	1	0	0	1
103742	1	0	0	0	4	1
103743	0	1	2	1	2	4
103765	0	0	0	0	0	0
103768	0	0	0	0	0	0
103775	0	0	0	0	0	0
103784	0	0	0	0	1	1
103806	1	6	8	0	2	4
103836	1	0	0	2	0	2
103841	6	4	3	0	0	3
103844	0	0	0	0	0	0
103850	0	0	0	1	2	0
103889	0	0	2	0	0	0
103963	3	8	6	11	13	6
103964	0	0	0	0	0	0
103967	0	0	0	0	0	0
103968	0	0	0	0	0	0
103978	0	0	0	0	0	0
103988	0	0	0	0	0	0
104001	3	3	4	0	0	0
104002	0	0	0	0	0	0
104009	1	1	1	32	8	6
104010	0	0	0	0	0	0
104015	1	0	2	0	3	0
104027	4	7	14	0	0	6
104069	0	0	0	0	0	0
104079	0	0	0	0	0	0
104080	0	0	0	0	0	0
104082	5	0	0	1	2	0
104086	0	0	0	0	0	0
104099	4	2	4	0	0	0
104103	0	0	0	0	0	0
104110	0	0	0	0	0	1
104111	0	0	1	0	0	0
104112	5	4	12	73	34	14
104130	0	5	3	4	1	5
104156	4	4	0	1	0	0
104158	0	0	0	0	0	0
104174	0	0	0	13	3	0
104175	0	0	0	0	1	1
104183	0	0	0	0	0	0
104184	0	4	0	0	0	1
104215	4	4	8	0	3	5
104245	0	0	0	0	0	0
104248	1	1	2	1	2	1
104252	0	0	0	0	0	0
104263	5	13	6	0	6	6
104271	1	0	1	0	0	0
104303	6	5	6	1	4	3
104307	0	0	0	0	0	0
104318	14	22	5	1	8	14
104346	0	0	1	0	1	0
104348	0	0	0	0	0	0
104349	0	0	0	0	0	1
104360	0	0	0	0	0	0
104362	0	0	0	0	0	0
104366	0	0	0	0	0	0
104367	0	1	0	0	0	1
104368	0	0	0	0	0	1
104369	0	0	0	0	0	0
104370	0	0	0	0	0	0
104382	0	0	0	0	0	0
104383	0	0	0	0	0	0
104384	0	0	0	0	0	0
104394	1	3	1	0	0	5
104401	4	3	3	0	3	5
104416	5	3	4	2	0	2
104418	5	6	9	2	3	8
104433	0	0	0	0	0	0
104443	0	0	0	0	0	0
104444	5	3	2	2	2	3
104445	1	1	1	0	6	2
104457	0	2	0	0	1	1
104458	3	2	4	1	4	6
104479	4	3	3	1	0	0
104522	0	0	0	0	0	0
104570	4	4	2	2	2	5
104582	0	0	0	0	0	0
104601	0	0	0	1	0	1
104625	1	2	3	4	7	0
104662	1	3	2	0	10	8
104681	0	0	0	0	0	0
104692	0	0	0	0	0	0
104709	0	0	0	0	0	0
104718	6	3	2	2	0	0
104721	3	4	2	6	7	3
104725	0	4	1	1	2	0
104732	0	0	0	0	1	2
104759	0	0	0	0	0	0
104771	0	1	1	0	0	0
104776	0	1	1	2	3	0
104798	0	0	0	0	0	0
104799	1	0	2	0	2	0
104806	1	2	2	1	0	0
104816	0	0	0	0	0	0
104831	3	8	2	0	8	7
104836	1	1	1	0	0	1
104859	1	0	1	0	1	1
104871	0	0	1	0	0	1
104884	0	0	1	0	0	2
104885	0	0	0	0	0	0
104886	1	4	1	9	14	15
104910	0	0	0	0	0	0
104923	0	2	1	2	1	2
104943	1	0	1	0	1	3
105000	3	1	2	0	2	0
105005	1	0	2	0	0	2
105014	0	0	0	0	0	0
105083	1	0	0	0	0	0
105120	0	0	0	0	0	0
105148	1	1	2	4	6	0
105171	0	1	0	0	6	8
105193	0	0	0	0	0	1
105203	3	4	2	4	1	3
105239	4	6	5	4	2	6
105243	0	0	0	0	0	0
105245	7	8	6	5	6	4
105246	0	0	1	1	1	1
105278	0	1	1	0	0	0
105283	0	0	0	0	0	0
105298	0	0	0	0	0	0
105348	0	0	0	4	2	0
105349	0	0	0	0	0	0
105351	0	0	0	0	0	0
105352	0	0	0	0	1	0
105355	0	0	0	0	0	0
105364	0	0	0	0	0	0
105372	1	2	1	2	0	1
105377	1	1	0	0	1	0
105387	0	0	0	0	0	0
105404	0	0	0	1	0	0
105418	0	0	0	0	0	0
105428	1	0	0	1	0	0
105439	0	0	0	0	1	1
105440	4	1	0	0	0	0
105445	8	2	4	1	2	8
105446	1	1	0	1	1	0
105450	0	0	1	0	0	0
105501	5	3	4	2	1	0
105504	1	4	3	1	1	7
105511	0	0	0	0	0	0
105513	2	1	0	1	1	1
105518	0	0	0	0	0	0
105522	0	4	3	0	5	3
105559	18	5	8	4	4	8
105590	0	0	0	0	0	0
105594	0	0	0	0	0	0
105638	2	1	4	0	0	0
105651	0	0	0	0	0	0
105653	6	1	0	0	0	0
105663	1	0	0	1	0	0
105670	1	3	1	0	0	0
105675	1	4	0	0	0	2
105689	12	4	8	2	6	6
105722	8	15	9	1	3	7
105727	0	1	1	1	0	1
105732	6	3	6	3	3	4
105734	0	0	0	0	0	1
105782	3	2	4	1	3	2
105785	1	0	0	0	1	0
105787	2	2	2	0	0	0
105827	0	0	0	0	2	1
105833	0	1	0	0	0	0
105835	2	0	0	0	2	2
105837	0	1	1	0	0	1
105841	1	1	0	1	1	0
105844	3	0	5	1	1	0
105847	3	4	1	1	2	3
105853	0	0	0	0	4	1
105855	0	0	0	0	0	0
105859	0	3	1	0	0	0
105866	0	0	0	0	0	0
105887	0	0	0	0	0	0
105892	0	0	0	0	0	0
105968	0	0	0	0	0	0
105975	0	0	0	0	0	0
105976	0	0	0	0	0	0
105988	0	1	1	0	0	0
106014	0	0	0	0	0	0
106021	3	4	12	3	3	3
106025	2	1	2	1	0	0
106026	0	0	0	0	0	0
106039	3	3	1	2	1	1
106042	0	0	1	0	0	0
106052	1	0	0	0	0	1
106059	0	0	0	0	0	0
106064	2	6	3	0	3	0
106068	4	4	2	0	0	1
106073	1	0	0	0	2	0
106143	6	8	3	2	6	12
106200	1	1	3	1	1	2
106205	3	3	8	0	4	6
106248	0	3	2	0	1	2
106264	2	0	0	0	0	0
106298	2	1	2	1	0	1
106326	0	6	3	0	1	1
106338	0	0	0	0	0	0
106344	0	0	0	0	0	0
106347	1	1	0	2	1	0
106369	0	0	0	0	0	1
106389	0	0	0	0	0	0
106393	1	0	0	0	1	0
106407	0	0	0	0	0	0
106489	0	1	1	0	0	0
106504	2	0	0	2	0	5
106512	0	0	0	0	0	0
106522	0	0	0	0	0	0
106529	3	1	3	6	2	5
106557	0	0	0	0	0	0
106564	0	1	0	0	0	0
106565	0	1	0	0	0	0
106572	2	3	2	0	0	0
106581	2	2	1	1	2	1
106582	0	0	0	0	1	0
106583	2	4	3	0	2	2
106585	1	3	2	1	0	1
106618	0	1	0	0	1	3
106628	4	2	3	1	5	1
106633	0	0	0	0	0	0
106639	0	1	1	0	0	1
106648	0	0	0	0	0	0
106672	0	0	0	1	0	1
106707	0	0	0	0	0	1
106722	0	0	0	0	0	0
106740	0	1	0	0	1	0
106757	0	0	0	0	0	0
106759	0	0	0	0	2	0
106763	0	0	0	0	0	0
106766	0	1	1	2	6	8
106794	1	0	0	0	0	4
106795	0	0	0	0	2	0
106821	1	1	1	0	0	0
106840	1	2	0	1	2	1
106861	0	0	0	1	0	0
106869	1	1	1	0	0	1
106877	0	0	1	0	0	0
106878	1	10	5	0	4	7
106894	2	0	2	1	0	3
106931	11	5	5	0	0	0
106947	3	0	0	0	0	0
106952	0	0	0	0	0	0
106957	1	4	6	0	2	0
107003	0	0	0	0	0	0
107022	0	1	0	1	2	1
107029	1	0	0	2	1	0
107035	0	0	1	1	2	3
107045	5	2	4	2	2	3
107047	0	2	0	1	0	1
107065	0	0	0	1	0	0
107071	1	0	0	1	1	1
107094	1	2	2	2	3	6
107141	0	0	0	0	0	0
107146	0	0	0	0	0	0
107173	0	1	3	0	0	1
107182	1	2	8	1	4	3
107197	2	0	0	0	1	0
107221	0	0	0	0	0	0
107227	0	1	0	0	0	1
107239	0	0	0	0	0	0
107242	1	1	2	0	0	2
107250	0	0	0	0	0	0
107260	1	1	0	0	1	3
107271	5	3	2	4	0	4
107272	5	6	3	1	4	2
107305	2	2	1	2	0	1
107321	0	0	0	0	0	0
107328	0	0	0	0	0	1
107338	2	3	5	6	1	3
107350	0	0	1	0	1	4
107351	8	9	1	0	4	1
107358	16	15	14	14	15	23
107368	1	7	7	1	1	3
107371	0	0	1	2	0	0
107372	0	0	0	0	0	0
107373	0	0	0	0	0	0
107375	0	0	0	0	1	0
107376	0	0	0	0	0	0
107392	0	0	1	1	1	2
107435	1	3	0	0	0	4
107448	0	0	0	0	0	0
107449	8	1	1	0	0	1
107476	2	1	3	46	15	2
107477	0	0	0	0	0	0
107503	1	0	1	2	1	1
107508	4	6	6	5	11	7
107513	4	7	8	12	5	3
107515	6	8	10	4	2	3
107522	0	0	0	0	0	0
107526	0	0	0	0	0	0
107527	1	0	0	0	0	0
107528	0	0	0	1	0	0
107566	2	3	1	0	0	6
107568	3	4	4	1	1	1
107569	0	1	2	1	0	0
107573	0	0	0	0	0	0
107574	0	0	0	0	0	0
107575	0	0	0	0	0	0
107576	0	0	0	0	0	0
107581	18	52	66	1	4	6
107585	0	0	0	0	0	0
107586	0	0	0	1	0	0
107587	0	0	0	0	0	0
107589	130	132	26	0	0	1
107605	0	0	0	1	0	0
107607	1	1	2	0	0	0
107626	0	0	0	0	0	0
107650	3	1	3	0	0	1
107652	4	2	5	1	7	3
107656	0	0	0	0	0	0
107684	0	0	1	4	1	3
107686	2	4	2	0	2	5
107701	1	2	1	0	0	1
107702	9	8	4	1	6	12
107723	2	2	5	1	0	0
107732	2	0	1	0	1	1
107733	0	0	0	0	1	1
107734	2	2	2	0	0	2
107746	11	7	5	0	5	4
107747	0	0	0	0	0	1
107751	0	0	0	0	0	0
107753	0	0	0	0	0	0
107765	0	0	1	0	0	0
107766	0	0	0	0	0	0
107767	4	4	0	2	4	2
107769	1	0	0	0	0	0
107770	0	0	0	0	0	0
107771	0	0	0	0	2	0
107815	1	0	1	0	0	0
107817	2	2	2	3	1	2
107823	2	2	4	0	5	4
107829	0	1	0	1	0	0
107831	0	0	0	0	0	0
107849	0	0	0	0	0	0
107868	0	0	0	0	0	0
107869	2	0	2	0	0	0
107885	0	0	0	0	0	0
107889	0	0	0	0	0	0
107895	0	1	0	0	0	3
107932	25	18	13	3	10	19
107934	0	0	0	0	0	0
107939	2	2	4	1	2	7
107951	0	5	5	2	0	5
107970	0	0	0	0	0	0
107971	0	0	0	0	0	0
107975	2	1	0	2	1	5
107976	0	0	0	0	0	0
107986	1	1	0	0	0	0
107993	0	0	0	0	0	0
107995	0	0	1	0	0	0
107999	1	0	0	0	0	0
108000	0	0	1	0	0	1
108004	0	0	0	0	0	0
108005	0	0	0	0	0	0
108011	0	1	1	1	2	0
108012	0	0	0	0	0	0
108013	1	0	0	0	0	0
108014	0	0	3	2	3	1
108015	0	0	0	0	0	1
108017	0	0	0	0	0	0
108022	0	0	0	0	0	0
108024	0	0	0	0	0	0
108030	0	0	0	0	0	0
108037	1	1	3	0	5	3
108043	0	0	0	0	0	0
108052	0	0	0	0	0	0
108058	2	2	0	0	0	1
108062	1	2	1	1	2	5
108067	0	0	0	0	1	2
108068	0	0	0	0	0	0
108069	0	0	0	0	0	0
108071	0	0	0	0	0	0
108072	0	0	0	0	0	0
108073	0	0	0	0	0	0
108075	11	2	11	0	0	0
108077	1	3	4	0	3	1
108078	0	0	0	0	0	0
108079	1	0	0	8	2	0
108083	2	1	0	0	1	1
108086	4	4	1	1	5	3
108089	1	2	1	0	0	0
108096	0	0	0	0	0	0
108097	4	1	0	0	0	4
108098	4	0	0	0	0	3
108099	3	0	1	0	1	1
108100	7	8	12	2	1	8
108101	0	0	0	0	0	0
108105	0	0	0	0	0	0
108112	0	0	1	0	1	1
108114	0	0	0	0	0	0
108115	0	1	1	0	0	0
108116	9	2	5	0	0	2
108121	1	1	3	0	3	7
108123	0	2	0	0	1	1
108124	4	5	2	7	9	5
108138	0	1	2	0	0	0
108143	2	4	2	0	1	1
108147	0	0	1	0	3	7
108148	6	3	7	1	0	1
108150	0	0	1	0	1	0
108151	1	0	0	0	0	0
108153	0	0	1	1	0	0
108154	0	0	0	0	0	0
108155	3	7	1	2	8	4
108156	3	2	3	2	0	1
108159	0	1	0	0	1	3
108160	0	1	4	1	1	2
108161	0	0	0	0	0	0
108176	0	0	0	0	1	1
108637	0	0	0	0	0	0
108645	2	0	2	0	0	0
108652	0	2	1	0	0	0
108653	0	0	1	0	0	0
108654	0	1	0	0	1	3
108655	8	6	11	0	1	1
108657	2	1	4	3	3	5
108660	6	2	3	2	3	1
108664	1	1	2	4	3	2
108670	0	0	0	0	0	0
108671	0	0	1	1	0	1
108672	0	0	0	0	0	0
108673	1	3	2	0	2	2
108679	4	2	3	0	2	2
108682	1	3	1	4	4	0
108686	2	6	2	0	1	1
108687	0	1	1	5	6	0
108689	0	1	1	0	0	0
108699	0	0	0	0	0	1
108705	8	13	7	1	8	11
108707	1	2	1	1	0	2
108723	0	0	0	0	0	0
108735	3	2	1	6	5	5
108737	4	3	3	0	2	2
108755	0	0	0	0	0	0
108760	0	0	1	0	0	0
108767	7	6	14	11	8	12
108797	1	0	1	0	0	1
108800	10	13	8	1	0	0
108802	0	0	0	0	0	0
108803	0	0	0	0	0	0
108809	0	0	0	0	0	0
108811	0	0	0	0	0	1
108812	0	0	0	0	0	0
108816	0	0	0	0	0	0
108829	36	39	44	4	11	21
108832	0	0	0	0	0	0
108837	1	0	1	0	0	3
108841	4	2	4	0	0	2
108853	0	0	0	0	0	0
108857	3	5	4	4	9	6
108888	1	1	1	0	2	0
108897	1	0	0	0	0	2
108899	2	2	3	2	2	2
108900	0	0	0	0	0	0
108902	0	0	0	0	1	1
108903	0	1	0	0	1	3
108907	0	0	0	0	0	0
108909	1	3	0	0	1	0
108911	7	10	8	6	5	6
108912	0	0	0	0	0	0
108927	18	9	2	0	0	0
108934	1	3	2	1	3	0
108937	1	3	1	1	2	1
108943	1	1	2	0	0	1
108946	2	6	4	2	4	5
108950	0	0	0	0	0	0
108954	13	8	5	3	3	4
108956	0	0	0	0	0	0
108958	3	1	1	0	1	0
108960	0	0	0	0	0	1
108961	0	0	1	0	1	0
108970	0	0	0	0	0	0
108978	0	0	0	0	0	0
108989	5	8	8	6	4	7
108995	0	0	0	0	0	0
109006	0	1	3	2	2	0
109019	8	1	4	1	4	4
109032	0	0	0	0	0	1
109042	2	1	4	0	0	0
109050	1	1	0	0	0	0
109052	0	0	0	0	0	0
109054	0	0	0	0	1	1
109065	1	0	1	0	0	0
109075	0	1	0	0	0	0
109077	0	0	1	1	0	0
109079	2	1	2	0	2	3
109082	0	0	0	0	0	0
109093	0	0	0	0	2	0
109095	3	6	1	0	1	2
109108	1	3	0	0	1	5
109113	2	3	4	1	5	2
109115	0	1	0	0	0	1
109129	1	0	0	2	2	0
109135	3	2	1	2	0	1
109136	2	1	1	0	0	0
109145	1	0	0	1	1	0
109151	6	3	9	0	1	5
109154	3	3	3	15	6	5
109161	4	1	5	3	0	1
109163	0	0	0	0	0	0
109168	9	4	2	2	2	6
109169	1	0	0	0	0	2
109181	0	1	1	3	4	5
109198	0	0	0	0	0	0
109202	0	0	0	0	0	0
109205	4	3	3	0	0	0
109212	0	0	0	0	0	0
109215	0	0	0	0	0	0
109218	0	0	0	0	0	0
109222	0	0	0	0	0	0
109225	0	0	0	0	0	0
109226	0	0	0	0	0	0
109229	0	0	0	0	0	2
109232	0	1	4	0	0	0
109241	1	1	0	0	1	1
109242	0	0	0	0	0	0
109245	0	0	0	0	0	0
109246	2	4	5	1	0	4
109254	0	0	0	0	0	0
109263	1	0	1	0	1	6
109264	1	2	0	0	0	0
109267	0	0	0	0	0	1
109270	0	0	0	0	0	1
109272	0	0	0	0	0	0
109275	0	0	0	0	0	1
109280	0	0	0	0	0	0
109284	2	1	2	0	0	1
109292	0	0	0	0	0	0
109294	0	0	0	0	0	0
109299	0	0	0	0	0	0
109305	0	0	0	6	2	0
109314	0	0	0	0	0	0
109323	0	0	0	0	0	0
109331	3	0	2	1	4	2
109332	11	18	7	1	13	11
109333	5	8	3	1	4	7
109334	0	0	0	0	0	0
109335	0	0	0	0	0	0
109342	0	0	0	0	0	0
109344	0	0	0	0	0	0
109346	0	0	0	0	0	1
109349	0	0	0	0	0	0
109359	0	2	0	0	1	0
109361	0	0	0	0	0	0
109552	1	0	1	1	0	4
109575	0	0	0	0	0	0
109593	0	0	0	0	0	0
109594	1	0	2	0	0	0
109620	43	12	39	0	0	13
109624	115	87	31	0	0	1
109637	0	0	0	0	0	0
109648	0	0	0	0	0	0
109652	2	1	1	0	3	1
109658	5	4	7	2	7	5
109660	0	0	0	0	0	0
109663	0	0	0	0	0	0
109672	2	1	2	3	1	2
109674	3	2	0	0	0	1
109676	1	1	1	0	0	0
109685	0	1	0	0	0	0
109689	2	3	8	1	1	7
109697	0	0	0	0	0	0
109700	10	7	5	0	0	0
109711	27	27	20	1	8	3
109731	0	1	0	0	0	0
109754	10	9	9	3	4	6
109778	1	0	0	0	0	0
109785	2	0	0	0	0	1
109791	0	0	0	0	0	0
109801	1	1	2	0	2	2
109815	1	0	0	2	4	0
109820	0	0	0	0	0	0
109821	0	0	0	0	0	0
109828	0	0	0	0	0	0
109857	0	1	0	0	0	0
109880	4	1	1	3	1	0
109889	0	0	0	0	0	0
109900	1	0	0	3	2	1
109901	0	0	0	0	0	0
109904	0	0	0	0	0	0
109905	6	5	1	2	5	0
109910	4	5	0	0	3	3
109929	0	0	0	1	0	0
109934	2	3	0	2	3	3
109959	0	0	0	0	0	0
109978	0	0	0	0	0	0
109979	0	0	0	0	0	0
110006	1	0	2	0	4	1
110012	0	0	2	0	1	0
110033	0	0	0	2	1	0
110052	5	4	11	3	5	3
110058	0	0	0	0	0	0
110074	1	3	2	3	4	0
110075	0	0	0	2	1	1
110078	9	8	3	0	4	3
110082	0	0	0	0	0	0
110083	0	0	0	0	0	0
110084	1	0	0	0	0	0
110094	2	1	1	0	2	1
110095	1	0	0	0	0	0
110109	3	3	1	1	2	3
110115	0	0	0	0	0	0
110119	0	2	1	5	0	0
110135	0	0	1	0	0	3
110147	6	4	6	1	4	7
110157	4	3	3	6	4	2
110168	0	0	0	0	0	0
110172	0	0	2	5	5	3
110173	1	0	0	0	2	5
110175	0	0	0	1	0	0
110187	0	0	0	0	0	0
110196	5	1	2	3	2	2
110197	0	0	0	0	0	0
110198	2	1	0	2	0	2
110208	0	3	1	14	7	5
110213	13	18	14	24	31	24
110253	9	3	1	0	0	1
110257	0	0	0	0	0	0
110265	0	0	1	1	0	0
110279	3	2	2	1	4	3
110304	0	0	0	0	0	0
110308	135	65	98	0	0	0
110310	2	3	0	0	4	23
110312	0	0	0	0	0	0
110315	0	0	0	0	0	0
110323	3	4	0	4	10	5
110326	0	0	0	0	0	0
110332	0	0	0	0	0	0
110333	0	0	0	0	0	0
110350	2	0	1	0	0	3
110351	1	2	1	0	0	0
110355	5	4	0	4	7	7
110379	1	0	1	3	2	0
110380	2	1	0	0	0	2
110382	0	0	0	0	0	0
110385	1	0	0	0	1	0
110391	0	0	0	1	0	0
110417	0	1	0	0	0	0
110446	1	3	3	1	2	2
110454	0	0	1	5	1	2
110460	0	1	0	4	2	0
110511	0	0	0	0	0	0
110521	7	6	1	0	2	6
110524	0	1	1	1	0	1
110532	1	0	2	0	0	1
110542	0	0	0	0	0	0
110557	0	0	0	1	1	0
110593	2	7	9	3	2	6
110595	0	0	0	0	0	0
110596	1	1	1	0	0	0
110606	2	0	0	2	0	1
110611	39	34	42	26	55	27
110612	0	0	0	0	0	0
110616	1	0	1	0	0	1
110637	0	0	0	0	0	0
110639	2	0	0	0	2	1
110648	0	0	0	0	0	0
110651	1	6	1	0	2	0
110695	1	6	1	1	1	5
110696	0	0	0	0	0	0
110749	1	0	0	0	0	2
110750	1	11	2	4	2	3
110751	0	0	0	0	0	0
110759	0	0	0	0	0	0
110760	0	0	0	0	0	0
110761	0	0	0	0	0	0
110762	0	0	0	0	0	0
110763	0	0	0	0	0	0
110784	2	0	0	0	1	1
110785	0	0	0	0	0	0
110786	0	0	0	0	0	0
110787	0	0	0	0	0	0
110789	0	0	0	0	0	0
110794	0	0	0	0	0	0
110796	1	1	4	0	0	2
110805	0	0	0	0	0	0
110809	3	7	9	4	2	12
110816	0	0	2	0	1	1
110821	2	1	0	1	2	1
110826	0	3	3	1	5	3
110829	6	9	1	1	6	4
110834	0	0	0	0	0	0
110835	0	0	0	0	0	0
110842	1	3	1	4	2	3
110854	3	3	8	0	2	3
110855	0	0	0	0	0	0
110862	0	0	0	0	0	0
110876	0	0	0	0	0	0
110877	0	0	0	0	0	0
110880	0	0	0	0	0	0
110886	0	0	0	0	0	0
110891	0	0	0	0	0	0
110893	0	0	0	0	0	0
110895	0	0	0	8	1	0
110902	0	0	0	0	0	0
110911	0	0	2	0	0	4
110920	1	3	3	3	3	4
110935	0	0	1	0	0	10
110948	0	0	2	2	0	0
110954	20	26	30	19	37	53
110957	0	0	0	0	0	0
110958	1	3	0	0	0	0
110959	0	0	1	0	0	0
110960	2	6	5	3	2	3
110962	1	1	3	1	2	3
111002	0	0	0	0	0	0
111173	4	3	2	0	2	2
111174	0	0	0	0	0	0
111175	0	0	1	0	0	0
111186	0	0	0	0	0	0
111241	1	2	1	0	3	1
111970	0	0	0	0	0	0
111975	0	0	0	0	0	0
112403	1	0	1	0	0	1
112405	1	0	0	2	0	1
112406	1	5	6	1	2	1
112407	2	6	3	0	1	1
112408	0	0	0	0	0	0
112415	0	0	0	0	0	0
112417	0	0	0	0	0	0
112418	0	0	0	0	0	0
112419	0	0	0	0	0	0
112422	0	0	0	0	0	0
11287	0	0	0	0	0	0
11298	0	0	0	0	0	0
11302	0	1	1	0	0	0
11303	2	1	4	0	2	2
11304	0	0	0	0	0	0
11305	0	2	1	2	5	4
11306	0	0	3	2	1	1
11307	0	0	0	0	0	1
11308	1	3	3	1	1	2
11350	6	10	10	1	5	4
11352	8	6	5	1	3	3
11354	0	0	0	0	0	0
11363	0	1	3	0	4	5
11364	1	4	4	0	4	1
11370	1	3	5	1	5	5
113845	0	0	0	0	0	0
113846	0	0	0	0	0	0
113847	0	0	0	0	0	0
113848	0	0	0	0	0	0
113849	0	0	0	0	0	0
113850	0	0	0	0	0	0
113851	0	0	0	0	0	0
113852	0	0	0	0	0	0
113853	0	0	0	0	0	0
113854	0	0	0	0	0	0
113855	0	0	0	0	0	0
113856	0	0	0	0	0	0
113857	0	0	0	0	0	0
113858	0	0	0	0	0	0
113859	0	0	0	0	0	0
113860	0	0	0	0	0	0
113862	0	0	0	0	0	0
113863	0	0	0	0	0	0
113864	0	0	0	0	0	0
113865	0	0	0	0	0	0
113868	2	1	3	0	2	5
11409	2	0	0	0	2	3
114128	3	1	2	1	0	3
114141	0	0	0	0	0	0
114142	0	0	0	0	0	0
114143	5	3	1	3	5	4
11416	0	0	0	0	0	0
11418	0	0	0	0	0	0
11419	0	1	1	0	0	1
11421	0	0	2	0	2	0
114228	0	0	0	0	0	0
114229	0	0	1	0	0	0
11423	0	0	0	0	0	1
114230	0	0	0	0	0	0
114249	0	0	0	0	0	2
11425	0	0	0	0	0	0
114255	0	0	0	0	0	1
11426	19	7	17	2	6	14
11428	1	1	0	1	6	1
11429	5	15	2	13	7	8
11430	2	6	0	5	8	9
114301	2	0	2	0	1	0
114304	0	3	0	24	23	9
11431	0	0	2	1	1	1
11432	0	2	0	0	3	0
11433	4	4	0	1	0	0
114332	1	0	0	0	0	0
11434	0	0	0	0	0	0
11435	0	0	0	0	0	0
11438	0	0	0	0	0	0
11440	0	0	0	0	0	0
11441	0	0	0	0	0	0
11443	0	0	1	0	2	7
11444	0	0	0	0	0	0
11447	0	0	0	0	0	0
114479	0	0	0	3	1	2
11448	0	0	0	0	0	0
11449	0	0	0	0	0	0
11450	0	0	0	0	0	0
11451	0	0	0	0	0	0
114564	0	0	0	0	0	0
114565	2	3	3	2	4	1
114566	0	0	0	0	0	0
114570	0	0	0	0	0	0
114584	6	2	3	5	9	16
114585	0	0	0	0	0	0
11459	0	0	0	0	0	0
114601	12	2	6	0	1	0
114602	0	0	0	0	0	0
114604	1	0	0	0	0	2
114606	0	0	0	0	0	1
11461	70	60	48	28	72	95
114615	1	1	0	0	0	0
11464	0	0	0	0	0	0
114640	0	0	0	0	0	0
114641	11	13	21	8	20	16
114642	0	0	2	0	0	0
114643	0	0	0	0	0	0
114644	0	0	0	0	0	0
11465	20	26	14	7	38	28
114652	0	0	0	0	0	0
114654	0	0	0	0	0	0
114660	0	0	0	0	0	0
114661	0	0	0	0	0	0
114662	0	0	0	0	0	0
114663	1	0	0	1	0	1
114664	0	1	1	2	1	0
114666	0	0	0	0	0	0
114668	0	0	0	0	0	0
114671	0	0	0	0	0	0
114672	0	0	0	0	0	0
114673	0	0	0	0	0	0
114674	0	0	0	0	0	0
114675	0	0	0	0	0	0
114676	0	0	0	0	1	0
114679	7	1	2	0	0	0
11468	22	14	11	0	0	0
11470	0	0	0	0	0	0
11471	0	0	0	0	0	0
114712	0	0	0	0	0	0
114713	0	2	0	0	3	3
114714	0	0	0	0	0	0
114715	2	1	5	1	0	4
114716	4	4	2	2	3	0
11472	0	0	0	1	0	0
11474	0	0	0	0	0	0
114741	1	5	4	0	3	4
11475	804	606	215	1	0	1
114763	0	0	0	0	0	0
11477	2	3	4	0	2	2
114774	2	8	6	0	6	1
11479	1	2	3	1	2	2
11480	1	1	2	0	0	3
11481	0	0	0	0	0	0
11482	1	3	1	0	3	0
11484	0	0	0	0	0	0
11486	1	1	1	0	0	1
114863	3	5	1	2	9	5
114868	1	0	0	0	0	0
11487	2	3	1	2	3	15
114871	0	0	0	0	0	0
114872	0	0	0	0	0	0
114873	0	0	0	0	0	0
114874	1	1	3	0	0	0
114875	0	0	0	0	0	0
11488	0	0	0	0	0	0
114886	1	0	0	0	0	0
114889	0	0	0	0	0	0
